stop_id,stop_name,stop_type,stop_other,stop_coord
holi,"Holics",(Felvidék/Szlovákia),"Holič nad Moravou",
homo,"Homok",megállóhely,"",46.945817:20.269467
whom,"Homokosi",megszűnt kisvasúti megállóhely,"",
homg,"Homokszentgyörgy",megszűnt állomás,"",
homt,"Homokterenye",megszűnt megállóhely,"",
hont,"Hont",megszűnt megállóhely,"",48.052413:18.99003
honn,"Hontnémeti",megszűnt (Felvidék/Szlovákia),"Hontianske Nemce",
whon,"Honvéderdő",megszűnt kisvasúti megállóhely,"",
hrgt,"Horgásztanyák",,"",
horg,"Horgos",állomás (Szerbia),"Horgoš, &#1061;&#1086;&#1088;&#1075;&#1086;&#109",
hrki,"Horgosi Királyhalom",állomás (Szerbia),"Bački Vinogradi, &#1041;&#1072;&#1095;&#1082;&#1080; &#1042;&#1080;&#1085;&#1086;&#1075;&#1088;&#1072;&#1076;&#1080;",
hzla,"",(Felvidék/Szlovákia),"",
hsto,"",(Felvidék/Szlovákia),"",
hlid,"",,"",
hhri,"",(Felvidék/Szlovákia),"",
horo,"Horóc",megszűnt (Felvidék/Szlovákia),"Horovce",
horc,"Hort-Csány",állomás,"",47.672306:19.797209
horb,"Hortobágy",állomás,"",47.586134:21.154102
horh,"Hortobágyi Halastó",megállóhely,"",47.603891:21.074096
hort,"Horváth tanyák",megszűnt megállóhely (Szerbia),"",
horj,"Horvátjárfalu",megszűnt (Felvidék/Szlovákia),"",
horv,"Horvátnádalja",megállóhely,"Körmend külső",47.005218:16.543746
hope,"Hosszúberek-Péteri",megállóhely,"",47.370322:19.390219
hoha,"Hosszúhát",állomás,"",47.235618:21.10193
hohe,"Hosszúhetény",megszűnt megállóhely,"",46.135024:18.366356
hoho,"Hosszúhomok",megszűnt megállóhely,"",
hopa,"Hosszúpályi",megszűnt állomás,"",47.399482:21.729167
hopr,"Hosszúpereszteg",megszűnt állomás,"",47.083791:17.033102
hrac,"Hrachovo",(Felvidék/Szlovákia),"Rimaráhó",
hrho,"",(Felvidék/Szlovákia),"",
hrkl,"",(Felvidék/Szlovákia),"",
hugy,"Hugyag",megállóhely,"",
hung,"Hungaroring",,"",
whun,"Hunyadi út",megszűnt kisvasúti állomás,"",
whue,"Huszárokelőpuszta",megszűnt kisvasúti,"",
hutn,"",(Felvidék/Szlovákia),"",
whuv,"Hűvösvölgy",kisvasúti állomás,"",47.541254:18.963595
wibr,"Ibrány",megszűnt kisvasúti,"",
wibt,"Ibrány temető",megszűnt kisvasúti,"",
igri,"Igrici",megszűnt megállóhely,"",47.863903:20.92214
ihas,"Ihász",megszűnt állomás,"",
ikla,"Iklad-Domony",állomás,"",47.65824:19.444052
iklf,"Iklad-Domony felső",megállóhely,"",47.667762:19.428446
iklo,"Iklódbördőce",megállóhely,"",46.603198:16.603521
wikl,"Iklódbördőce temető",kisvasúti,"",
ikre,"Ikrény",,"",47.657648:17.52306
illa,"Illava",(Felvidék/Szlovákia),"Ilava",
illf,"Illésfalva",megszűnt (Felvidék/Szlovákia),"",
wilk,"Ilona kanyar",megszűnt kisvasúti,"",
ilob,"Ilonabánya",megszűnt megállóhely,"",
ilon,"Ilonaszállás",megszűnt megállóhely,"",46.591559:19.781975
ilot,"Ilonatelep",,"",
wina,"Inám",megszűnt kisvasúti állomás,"",
wiaa,"Inám alsó",megszűnt kisvasúti megállóhely,"",
inan,"Ináncs",megállóhely,"",48.289259:21.053529
inak,"Inárcs-Kakucs",megállóhely,"",47.24711:19.317731
inas,"Inárcsi szőllőtelep",megszűnt megállóhely,"",47.264652:19.294786
inot,"Inota",megállóhely,"",47.197357:18.171196
ipbe,"Ipolybél",(Felvidék/Szlovákia),"Bielovce",
ipbz,"Ipolyberzence",állomás (Felvidék/Szlovákia),"Breznička",
ipga,"Ipolygalsa",(Felvidék/Szlovákia),"Holiša",
ippa,"Ipolypásztó-Vámosmikola",(Felvidék/Szlovákia),"Pastovce, Ipolypásztó",
ipsa,"Ipolyság",állomás,"Šahy",48.059221:18.956736
ipsk,"Ipolyszakállos",(Felvidék/Szlovákia),"Ipeľský Sokolec",
ipse,"Ipolyszele",(Felvidék/Szlovákia),"Zelené",
ipsz,"Ipolyszög",megállóhely,"",48.054607:19.223943
ipta,"Ipolytarnóc",állomás,"",48.236618:19.629149
ipve,"Ipolyvece",megállóhely,"",
ipvi,"Ipolyvisk",(Felvidék/Szlovákia),"Vyškovce nad Ipľom",
wire,"Iregszemcse",megszűnt kisvasúti állomás,"",
isas,"Isaszeg",állomás,"",47.535128:19.390149
wiku,"Iskola keresztút",megszűnt kisvasúti,"",
wiso,"Istállóskő-Ősemberbarlang feljáró",megszűnt kisvasúti állomás,"",
isvh,"Istvánháza",megszűnt megállóhely,"",
wist,"Istvánmajor",megszűnt kisvasúti,"",
istv,"Istvántelek",megállóhely,"Rákospalota főműhely, Landler Jenő Járműjavító",47.550337:19.106359
ivac,"Ivacs",megállóhely,"",47.64185:19.274211
ivan,"Iván",megszűnt állomás,"",47.447602:16.921665
wiva,"Ivánbattyán",megszűnt kisvasúti,"",
ivca,"Iváncsa",állomás,"Iváncsa-Ferencmajor",47.177812:18.812055
wivs,"Ivánszőlős",megszűnt kisvasúti állomás,"",
izsa,"Izsák",megszűnt állomás,"",46.811803:19.341501
izso,"Izsófalva",megszűnt megállóhely,"Disznóshorvát",
jabl,"Jablánc",állomás (Felvidék/Szlovákia),"Jablonica",
jabo,"",(Felvidék/Szlovákia),"",
jabt,"",(Felvidék/Szlovákia),"",
wjaj,"Jajhalom",megszűnt kisvasúti,"",
jakb,"Ják-Balogunyom",állomás,"Kisunyom",47.161358:16.630266
wjak,"Jakabszállás",megszűnt kisvasúti,"",46.766227:19.604574
wjaf,"Jakabszállás felső",kisvasúti,"",46.780154:19.615585
wjat,"Jakabszállási tanyák",megszűnt kisvasúti megállóhely,"",46.727779:19.628203
jako,"Jákó-Nagybajom",állomás,"",
jaks,"Jaksorpart",megszűnt megállóhely,"Jaksorparti tanyák",46.797623:20.302885
wjah,"Jakushegy",megszűnt kisvasúti megállóhely,"",
jaln,"Jálna",(Felvidék/Szlovákia),"Jalná",
jalo,"",(Felvidék/Szlovákia),"",
wjal,"Jalsoviczky-tanya",megszűnt kisvasúti megállóhely,"",
jamb,"Jámborhalom",megszűnt megállóhely,"",
jank,"Jánkmajtis",megállóhely,"",47.942136:22.65707
jant,"Jankovich-telep",megszűnt megállóhely,"",
jnhm,"Jánoshalma",állomás,"",46.292987:19.3309
jnhz,"Jánosháza",állomás,"",47.11576:17.171776
wjnh,"Jánoshegy",kisvasúti állomás,"",47.514868:18.950914
janh,"Jánoshegy SK",(Felvidék/Szlovákia),"Kremnické Bane",
jani,"Jánosi",(Felvidék/Szlovákia),"Rimavské Janovce",
wjan,"Jánoska",kisvasúti,"",47.808667:19.933373
jnso,"Jánossomorja",állomás,"Mosonszentjános",47.789058:17.137584
jnsz,"Jánosszállás",megállóhely,"",
jast,"",(Felvidék/Szlovákia),"",
jaap,"Jászapáti",állomás,"",47.513611:20.155235
jaar,"Jászárokszállás",állomás,"",47.63607:19.97018
jabe,"Jászberény",állomás,"",47.495536:19.89255
jaja,"Jászboldogháza-Jánoshida",állomás,"Jánoshida-Boldogháza",47.36747:20.000986
jado,"Jászdózsa",megállóhely,"",47.562809:20.028464
jadr,"Jászdózsa régi",megszűnt állomás,"",
jafe,"Jászfényszaru",állomás,"",47.593101:19.754154
wjje,"Jászkarajenő",megszűnt kisvasúti állomás,"",
wjjf,"Jászkarajenő felső",megszűnt kisvasúti megállóhely,"Lipthay-tanya",
wjjt,"Jászkarajenő Templom tér",megszűnt kisvasúti megállóhely,"",
jaki,"Jászkisér",állomás,"",47.455971:20.203574
jakf,"Jászkisér felső",megállóhely,"",47.438186:20.202446
jala,"Jászladány",állomás,"",47.372943:20.158617
jaso,"Jászó",megszűnt (Felvidék/Szlovákia),"Jasov",
jasl,"Jászszentlászló",állomás,"",46.566327:19.753753
jaze,"",(Felvidék/Szlovákia),"",
jeke,"Jekelfalva",(Felvidék/Szlovákia),"Jaklovce",
jele,"",(Felvidék/Szlovákia),"",
jelv,"",(Felvidék/Szlovákia),"",
jels,"",(Felvidék/Szlovákia),"",
wjen,"Jenői",megszűnt kisvasúti megállóhely,"",
jesu,"",(Felvidék/Szlovákia),"",
jobb,"Jobbágyi",megállóhely,"Jobbágy",47.829015:19.68745
wjou,"Jókai u.",megszűnt kisvasúti,"",
joku,"Jókút",állomás (Felvidék/Szlovákia),"Kúty",
jolv,"Jolsva",(Felvidék/Szlovákia),"Jelšava",
jols,"Jolsva-Tapolca",(Felvidék/Szlovákia),"Jelšavská Teplica, Jolsvatapolcza",
josv,"Jósvafő-Aggtelek",állomás,"Szin",48.489769:20.693834
jovi,"",(Felvidék/Szlovákia),"",
jzsa,"Józsa",megállóhely,"",47.600485:21.584673
jzst,"József Attila-telep",,"",
jzss,"József Szanatórium",megállóhely,"",46.704689:21.332857
jozf,"Józsefgőzfürész",(Felvidék/Szlovákia),"Turček",
wjom,"Józsefmajor",megszűnt kisvasúti megállóhely,"",
wjoz,"Józsefmajor BGV",megszűnt kisvasúti megállóhely,"",
wjfm,"Józsefmajor GV",megszűnt kisvasúti,"",
wjum,"Juliskamajor",megszűnt kisvasúti megállóhely,"",
jure,"Jurenák-major",megszűnt megállóhely,"",
just,"Justhmajor",megállóhely,"",46.619582:20.616441
kaba,"Kaba",állomás,"",
kabo,"Kabókapuszta",megszűnt megállóhely,"",46.895479:18.265811
kaca,"Kacagópuszta",(Felvidék/Szlovákia),"Orávka",
kadk,"Kadarkút",megszűnt állomás,"",
kada,"Kádárta",megállóhely,"",47.125892:17.953301
wkdk,"Kadocsa kitérő",megszűnt kisvasúti megállóhely,"Fáskert",
kajd,"Kajdacs",megszűnt megállóhely,"",
kaks,"Kákás forgalmi kitérő",megszűnt szolgálati hely,"",
kaka,"Kakasszék",megszűnt megállóhely,"Kakasszékfürdő, Kakasszéki gyógyintézet",46.530588:20.593628
kakc,"Kákics",megállóhely,"",45.904782:17.852301
kalk,"Kál-Kápolna",állomás,"",47.734101:20.254031
kald,"Káld",megszűnt állomás,"",47.158804:17.052517
kall,"Kállósemjén",állomás,"",47.854453:21.934992
kalm,"Kálmáncsa",megszűnt állomás,"",
karm,"Kálmánd",megszűnt (Románia/Erdély),"",
kalf,"Kálmánfalva",(Felvidék/Szlovákia),"Kamanová",
klno,"Kálnó",(Felvidék/Szlovákia),"Kalinovo",
kalo,"Kalocsa",megszűnt állomás,"",46.534851:18.994757
kaln,"Kalonda",megszűnt megállóhely (Felvidék/Szlovákia),"",48.258687:19.659871
wklz,"Kálóz",megszűnt kisvasúti állomás,"",
wklb,"Kálózbelmajor",megszűnt kisvasúti megállóhely,"",
wkmh,"Kámaháza",kisvasúti,"",46.560469:16.721567
kamr,"Kamaráserdő",megszűnt (Szerbia),"",
kamo,"Kámon",megállóhely,"",47.2543:16.625881
kani,"Kanizsavár",megszűnt állomás,"",
kant,"Kántorhalom",megszűnt megállóhely,"",
wkny,"Kányavár",kisvasúti,"",46.568591:16.680327
kano,"",kisvasúti (Felvidék/Szlovákia),"",
kapi,"Kapitányság",megállóhely,"",
kapo,"Kápolna",megszűnt megállóhely,"",
wkap,"Kápolnadűlő",kisvasúti,"",
kapn,"Kápolnásnyék",állomás,"",47.245411:18.692727
kapl,"Kapoly",állomás,"",46.713552:17.977749
kpda,"Kaposdada",megszűnt megállóhely,"",
kpfo,"Kaposfő",megállóhely,"",
kpfu,"Kaposfüred",állomás,"",46.414917:17.75936
kpgy,"Kaposgyarmat-Hajmás",megszűnt megállóhely,"",46.279731:17.893197
kpho,"Kaposhomok",megállóhely,"",46.367352:17.921812
kpme,"Kaposmérő",állomás,"",46.365397:17.699605
kppu,"Kapospula",megállóhely,"",46.373064:18.096844
kpsk,"Kaposszekcső",megállóhely,"",46.330948:18.143083
kpsj,"Kaposszentjakab",megállóhely,"Kaposvár-Közvágóhíd",46.356607:17.820126
kptu,"Kapostüskevár",megállóhely,"Kaposvár-Tüskevári vásártér, Kaposvár-Textilművek",46.365967:17.774232
kpuj,"Kaposújlak",megállóhely,"",
kpva,"Kaposvár",állomás,"",46.35278:17.795183
kapt,"Káptalanfüred",megállóhely,"Káptalanfürdő",
kapu,"Kapuvár",állomás,"",47.581985:17.047866
wkpb,"Kapuvár Belsőmajor",megszűnt kisvasúti állomás,"",
wkpg,"Kapuvár Garta",megszűnt kisvasúti állomás,"",
krcs,"Karácsond",megállóhely,"",47.717078:20.045007
kars,"Karácsony Sándor utca",megállóhely,"",47.426789:19.067304
kara,"Karád",állomás,"",46.681094:17.874884
krks,"Karakószörcsök",megállóhely,"",47.133626:17.288209
karn,"Karancs",megszűnt megállóhely (Horvátország),"",
krko,"Kárász-Köblény",megszűnt megállóhely,"",
wkrm,"Kárászmegyer",megszűnt kisvasúti megállóhely,"",
kras,"Karásznó",(Felvidék/Szlovákia),"Krásno nad Kysucou",
karc,"Karcag",állomás,"",47.303283:20.929028
kari,"Karcag-Ipartelep",megállóhely,"",
karv,"Karcag-Vásártér",állomás,"",
karp,"Karcagi puszta",megszűnt megállóhely,"",
kard,"Kardoskút",állomás,"",46.498206:20.697604
karr,"Kardosrét",megszűnt megállóhely,"",
wkad,"Károlyderéki elágazás",megszűnt kisvasúti,"",
wkaf,"Károlyfalva",megszűnt kisvasúti megállóhely,"",
wkam,"Károlyi Mihály-telep",megszűnt kisvasúti megállóhely,"",
wkas,"Kaskantyú",megszűnt kisvasúti,"",46.670782:19.38985
wkst,"Kaskantyúi tanyák",kisvasúti,"",46.682477:19.408076
kass,"Kassa",állomás (Felvidék/Szlovákia),"Košice",
kase,"Kassa-Erzsébetváros",megállóhely (Felvidék/Szlovákia),"Košice predmestie",
kasm,"Kassamindszent",(Felvidék/Szlovákia),"Valaliky",
wknc,"Kastély (Nagycenk)",kisvasúti állomás,"",47.610872:16.705608
kasd,"Kastélyosdombó",megszűnt megállóhely,"",
wkpe,"Kaszaper",megszűnt kisvasúti állomás,"Kaszaperpuszta alsó",
wkpi,"Kaszaperi iskola",megszűnt kisvasúti megállóhely,"Montágmajor",
wkpt,"Kaszaperi tanyák",megszűnt kisvasúti megállóhely,"",
wkpp,"Kaszaperpuszta felső",megszűnt kisvasúti megállóhely,"",
kasz,"Kaszásdűlő",megállóhely,"Köles utca",47.556884:19.045306
wksz,"Kaszó",kisvasúti állomás,"",46.317329:17.220872
wksn,"Kászonyi megálló",megszűnt kisvasúti megállóhely,"",
kata,"Katalinhuta",állomás (Felvidék/Szlovákia),"Katarínska Huta",
wktd,"Katódfa",megszűnt kisvasúti,"",
kato,"Katonatelep",állomás,"",46.963193:19.718949
katv,"",(Felvidék/Szlovákia),"",
katr,"Katraszél",megszűnt megállóhely,"",
katy,"Katymár",megszűnt,"",
katt,"Katymári Téglagyár",megszűnt megállóhely,"",
katz,"",(Ausztria),"",
wkae,"Kavicsbánya elágazás",megszűnt kisvasúti állomás,"",
kazi,"Kazincbarcika",állomás,"Barcika",48.264167:20.628373
kaza,"Kazincbarcika alsó",megállóhely,"Sajókazinc",48.254792:20.649916
kcel,"Kecel",megszűnt állomás,"",46.552468:19.242066
kcsz,"Kecel-Szilos",megszűnt megállóhely,"",
kcsd,"Kecskéd",megszűnt megállóhely,"",47.530061:18.298277
kcsa,"Kecskéd alsó",megállóhely,"",47.520801:18.317028
kcke,"Kecskemét",állomás,"",46.913664:19.700776
kcal,"Kecskemét alsó",állomás,"",46.895708:19.692237
wkkk,"Kecskemét KK",megszűnt kisvasúti állomás,"",46.892883:19.685769
kcma,"Kecskemét-Máriaváros",állomás,"",46.901285:19.675763
kckp,"Kecskemét-Parasztfőiskola",megszűnt megállóhely,"",46.8918:19.720471
kecc,"Kecskéscsárda",megszűnt megállóhely,"",
kehi,"Kehida-Kustány",megszűnt állomás,"",46.833753:17.105836
kek_,"Kék",megállóhely,"",48.0933:21.883959
kekt,"Kéktó",megszűnt megállóhely,"",47.337505:19.041796
kele,"Kelebia",állomás,"",
kelt,"Kelebiai tanyák",megszűnt megállóhely (Szerbia),"",
keln,"Kelenc",megszűnt megállóhely,"",
bukf,"Kelenföld",állomás,"Újbuda, Budapest-Kelenföld",47.465029:19.021463
keli,"Kelenföld-Ipartelepek",megszűnt teherpályaudvar,"",
keme,"Kemecse",állomás,"",48.065407:21.801639
wkem,"Kemence",kisvasúti állomás,"",48.013587:18.894193
wkmp,"Kemencepatak",kisvasúti megállóhely,"",
kemn,"Kéménd",(Felvidék/Szlovákia),"Kamenín",
kemd,"Kemendollár",megállóhely,"",46.905739:16.94656
kemm,"Kemenesmihályfa",,"",47.278953:17.109082
kemp,"Kemenespálfa",megállóhely,"",47.139284:17.182945
kemu,"Kemenespuszta",megszűnt megállóhely,"",47.359299:17.125151
kems,"Kémes",megszűnt állomás,"",
kenu,"Kén utca",,"",
kend,"Kenderes",állomás,"",
kens,"Kenderessziget",megszűnt megállóhely,"",
wkef,"Kenderföldek",megszűnt kisvasúti megállóhely,"",
wkeg,"Kendergyár",megszűnt kisvasúti,"",
wken,"Kenézlő",megszűnt kisvasúti állomás,"",
wket,"Kenézlői Tisza-part",megszűnt kisvasúti állomás,"",
keng,"Kengyel",állomás,"Pusztakengyel",47.089876:20.33988
wkng,"Kengyel GV",megszűnt kisvasúti megállóhely,"",
keny,"Kenyeri",megszűnt állomás,"Kenyeri-Rábakecskéd",47.387353:17.090843
kenh,"Kenyhec",megállóhely (Felvidék/Szlovákia),"Kechnec, Abaújvár-Kenyhec",
kere,"Kerekdomb",megállóhely,"",46.902446:20.046576
kerh,"Kerekegyháza",megszűnt állomás,"",
kera,"Kerekegyháza alsó",megszűnt megállóhely,"Mócártelep",
wkrc,"Kerekes- és Csete-tanyák",megszűnt kisvasúti megállóhely,"",
wkrs,"Kereksziget",megszűnt kisvasúti,"",
kerp,"Kerepes",,"",
krpu,"Keresztespuszta",megszűnt megállóhely,"Keménygadány-Keresztespuszta",
kerk,"Kerkaszabadhegy",megszűnt (Szlovénia),"",
kert,"Kerta",állomás,"",47.151456:17.238396
wkrz,"Kertészsziget",megszűnt kisvasúti,"",
wkes,"Keselyűs",kisvasúti,"",
kesf,"Keszegfalva",(Felvidék/Szlovákia),"Kameničná",
khgy,"Keszőhidegkút-Gyönk",állomás,"",46.597287:18.426395
kszh,"Keszthely",állomás,"",46.758292:17.247848
kszr,"Keszthely régi",megszűnt állomás,"",46.757758:17.243619
kteh,"Kétegyháza",állomás,"",46.532601:21.171828
ktet,"Kétegyházi tanyák",megszűnt megállóhely,"",
wkrk,"Kétérköz",megszűnt kisvasúti megállóhely,"",
ktha,"Kéthalom",megszűnt megállóhely,"",47.001006:21.001251
kthe,"Kéthely",megszűnt állomás,"",46.64558:17.411481
ktpo,"Kétpó",megállóhely,"Kispó, Kétpó tanácsháza",47.077021:20.487835
ktth,"Kettőshalom",megállóhely,"",46.688976:20.021041
ktuj,"Kétújfalu",megszűnt megállóhely,"Kétújfalu-Szentmihályfapuszta",
ktut,"Kétútköz",megállóhely,"",47.694375:20.564497
wkve,"Kevermes",megszűnt kisvasúti állomás,"",
wkvk,"Kevermes kavicsbánya",megszűnt kisvasúti megállóhely,"",
wkvp,"Kevermes puszta",megszűnt kisvasúti megállóhely,"",
wkvs,"Kevermes Széchenyi út",megszűnt kisvasúti megállóhely,"",
wkvl,"Kevermes szőlők",megszűnt kisvasúti megállóhely,"",
wkvt,"Kevermesi tanyák",megszűnt kisvasúti megállóhely,"",
kili,"Kilimán",megállóhely,"",
kiml,"Kimle",állomás,"Horvátkimle",47.804516:17.341857
kinc,"Kincsesbánya",megszűnt állomás,"",
wkiu,"Kinizsi u.",megszűnt kisvasúti,"",
kino,"Kinorány",(Felvidék/Szlovákia),"Chynorany",
kira,"Királd",megszűnt megállóhely,"",48.244301:20.379962
kirr,"Királyegyháza-Rigópuszta",megállóhely,"Királyegyháza-Gusztávműve",45.989422:17.972253
wkhe,"Királyhelmec",megszűnt kisvasúti állomás (Felvidék/Szlovákia),"",
kirm,"Királymajor",(Felvidék/Szlovákia),"Šajdikove Humence",
kirn,"Királynérét",(Felvidék/Szlovákia),"Kráľka",
wkir,"Királyrét",kisvasúti állomás,"",47.893898:18.979138
wkia,"Királyrét alsó",kisvasúti,"",
kanl,"Kisandacs-Lakács",(Felvidék/Szlovákia),"Andač",
ksba,"Kisbárapáti",állomás,"",46.614999:17.866792
ksbe,"Kisbér",állomás,"",47.494221:18.024914
wkbo,"Kisbócsa",kisvasúti,"",46.648028:19.380853
wkbz,"Kisbózsva",megszűnt kisvasúti megállóhely,"",
ksca,"Kiscsákó",megállóhely,"",46.719239:20.717631
kcep,"Kiscsepcsény",(Felvidék/Szlovákia),"Malý Čepčín",
kscp,"Kiscséripuszta",állomás,"",47.04806:18.354936
ksdo,"Kisdobsza",megállóhely,"",46.011974:17.667102
ksfa,"Kisfái",megállóhely,"",46.888373:19.807295
ksft,"Kisfástanya",megállóhely,"",
kgar,"Kisgaram",(Felvidék/Szlovákia),"Hronec",
ksgy,"Kisgyócs",megszűnt megállóhely,"",
ksha,"Kishagymás",megszűnt megállóhely,"",
ksho,"Kishomok",megszűnt megállóhely,"",
wkhu,"Kishuta",kisvasúti megállóhely,"",48.457337:21.482553
wkic,"Kisirtás-Csúcsfordító",kisvasúti megállóhely,"",
wksi,"Kisiváni tároló",megszűnt kisvasúti,"",
wkiv,"Kisivánszék",megszűnt kisvasúti megállóhely,"",
wkja,"Kisjakabfalva",megszűnt kisvasúti,"",
kjen,"Kisjenő-Erdőhegy",állomás (Románia/Erdély),"Pădureni Arad",46.511978:21.503677
kska,"Kiskapud",megszűnt megállóhely,"",48.21703:20.346252
wkka,"Kiskassa",megszűnt kisvasúti állomás,"",
kskp,"Kiskorpád",állomás,"",
ksko,"Kiskőrös",állomás,"",46.626185:19.297424
wkko,"Kiskőrös KK",kisvasúti,"",
wksu,"Kiskőrösi út",megszűnt kisvasúti,"",46.840725:19.624397
ksks,"Kiskőszeg",megszűnt állomás (Horvátország),"",
kskd,"Kiskundorozsma",állomás,"",46.271303:20.090884
kskf,"Kiskunfélegyháza",állomás,"",46.707068:19.834302
kkhu,"Kiskunfélegyházi határút",megszűnt megállóhely,"",
ksku,"Kiskunfélegyházi út",megszűnt megállóhely,"",46.856661:19.735693
kskh,"Kiskunhalas",állomás,"",46.433791:19.493869
kskl,"Kiskunlacháza",állomás,"",47.18497:19.043663
kskm,"Kiskunmajsa",állomás,"",46.501692:19.727708
wkkm,"Kiskunmajsa KK",megszűnt kisvasúti állomás,"",46.504957:19.725187
wkku,"Kiskunmajsai út",megszűnt kisvasúti megállóhely,"",
kskr,"Kisköre",állomás,"",47.495402:20.481543
kskt,"Kisköre-Tiszahíd",megállóhely,"",
ksmc,"Kismacs",megszűnt megállóhely,"",
kman,"Kismánya",(Felvidék/Szlovákia),"Malá Maňa",
