stop_id,stop_name,stop_type,stop_other,stop_coord
rimr,"Rimabrézó",(Felvidék/Szlovákia),"Rimavské Brezovo",
rimf,"Rimafűrész",(Felvidék/Szlovákia),"Rimavská Píla",
rimk,"Rimakokova",állomás (Felvidék/Szlovákia),"Kokava nad Rimavicou",
rims,"Rimaszécs",(Felvidék/Szlovákia),"Rimavská Seč",
rimo,"Rimaszombat",(Felvidék/Szlovákia),"Rimavská Sobota",
rimz,"",(Felvidék/Szlovákia),"",
roho,"Rohonc",megszűnt állomás (Ausztria),"Rechnitz",47.281402:16.444248
wrob,"Rókabögyös",megszűnt kisvasúti megállóhely,"",
romf,"Rómaifürdő",megállóhely,"",47.575296:19.048486
roma,"Románd",megszűnt megállóhely,"",47.439372:17.793432
romh,"Romhány",megszűnt állomás,"",
wrsm,"Rosszmalom elágazás",megszűnt kisvasúti állomás,"",
wros,"Rostalló",kisvasúti állomás,"",
rotf,"Rőtfalva",megszűnt állomás (Ausztria),"Rőtfalva-Rendnek, Rattersdorf-Leibing",47.408907:16.507368
rovi,"",(Felvidék/Szlovákia),"",
rozs,"Rozsály",megállóhely,"",47.912931:22.782325
wrom,"Rózsamajor",megszűnt kisvasúti megállóhely,"",
wroz,"Rózsás",megszűnt kisvasúti megállóhely,"",
rozf,"Rozsfalva",(Felvidék/Szlovákia),"Rochovce",
rozn,"Rozsnyó",állomás (Felvidék/Szlovákia),"Berzétei vasgyár, Rožňava",48.635361:20.514162
rozr,"Rozsnyó régi",megállóhely (Felvidék/Szlovákia),"Rožňava predmestie",48.650843:20.521729
rozm,"Rozsnyó-Belváros",megállóhely (Felvidék/Szlovákia),"Rožňava mesto, Rozsnyó megálló",48.66011:20.519613
ruda,"Rudabánya",megszűnt állomás,"",48.369671:20.627716
rudt,"Rudabánya-Teher pu.",megszűnt állomás,"",
rudi,"Rudics",megszűnt megállóhely,"",46.134175:19.338503
rdin,"",(Felvidék/Szlovákia),"",
rudn,"Rudnaykert",megállóhely,"",47.717439:19.258174
rum_,"Rum",megszűnt állomás,"",
rumk,"Rum kastély",megszűnt megállóhely,"",
rust,"Ruszt-Szentmargitbánya",megszűnt állomás (Ausztria),"",
rutt,"Ruttka",(Felvidék/Szlovákia),"Vrútky",
wruz,"Ruzsa",megszűnt kisvasúti állomás,"",
rodo,"Rödöny",megállóhely (Ausztria),"Riedlingsdorf",47.339198:16.148684
rosz,"Röszke",állomás,"",
wsag,"Ságvári",megszűnt kisvasúti,"",
sjba,"Sajóbábony",teherpályaudvar,"",48.167252:20.723577
sjec,"Sajóecseg",állomás,"",
sjgo,"Sajógömör",(Felvidék/Szlovákia),"Gemer",
sjha,"Sajóháza",megállóhely (Felvidék/Szlovákia),"Nadabula",48.680935:20.520355
wsjk,"Sajókápolna",megszűnt kisvasúti,"",
sjka,"Sajókaza",megállóhely,"",
sjke,"Sajókeresztúr",megállóhely,"",
wsjl,"Sajólászlófalva",megszűnt kisvasúti,"",
sjle,"Sajólénártfalva",állomás (Felvidék/Szlovákia),"Lenartovce",48.302607:20.327199
sjme,"Sajómercse",megszűnt megállóhely,"",48.262437:20.415028
sjne,"Sajónémeti",megállóhely,"",48.270106:20.366971
sjre,"Sajórecske",(Felvidék/Szlovákia),"Riečka",
sjsp,"Sajószentpéter",állomás,"",
sjbv,"Sajószentpéter-BVK",teherpályaudvar,"",48.231463:20.683708
sjpp,"Sajószentpéter-Piactér",megállóhely,"",
sjso,"Sajószöged",megállóhely,"",47.942459:20.98925
sjti,"Sajótiba",(Felvidék/Szlovákia),"Bohúňovo",
salw,"Sal",(Szlovénia),"Šalovci",
sgta,"Salgótarján",megállóhely,"",
sgtk,"Salgótarján külső",állomás,"",
sgtc,"Salgótarján-Acélgyártelep",teherpályaudvar,"",
salk,"Salköveskút-Vassurány",megállóhely,"Salfa, Vassurány-Salfa, Vassurányi-rakodó",47.291117:16.703835
wsal,"Sallai telep",megszűnt kisvasúti,"",
samf,"Sámfalva",megszűnt megállóhely (Ausztria),"Hannersdorf",47.228663:16.379874
samo,"Sámod",megszűnt megállóhely,"",
wsam,"Sámsoni út",kisvasúti,"",
sanm,"Sándormajor",megszűnt,"",
sand,"Sándoros",megszűnt megállóhely,"",
wsnt,"Sánta tanya",megszűnt kisvasúti,"",
sant,"Sántos",megszűnt állomás,"",
sap_,"Sáp",állomás,"",
sara,"Sáránd",állomás,"",47.414271:21.625131
sarb,"Sárbogárd",állomás,"",
sare,"Sáregres",megállóhely,"",
sarh,"Sárhida",megállóhely,"",
sark,"Sarkad",állomás,"",
sarc,"Sarkadi Cukorgyár",megállóhely,"",
srkk,"Sarkadkeresztúr",megállóhely,"",46.823152:21.417025
sarf,"Sárkányfalva",megszűnt (Felvidék/Szlovákia),"",
srku,"Sárkeresztúr",megszűnt megállóhely,"",
wsrt,"Sárközi tanyák",megszűnt kisvasúti megállóhely,"",
sarl,"Sarlókajsza",(Felvidék/Szlovákia),"Mlynárce",
sarm,"Sármellék",megszűnt állomás,"",46.709922:17.168625
srod,"Sárosd",állomás,"",
srpa,"Sárospatak",állomás,"",
wsaa,"Sárospatak átrakó",megszűnt kisvasúti állomás,"",
wsak,"Sárospatak Kazinczy u.",megszűnt kisvasúti megállóhely,"",
srpe,"Sárpentele",megállóhely,"",47.16888:18.360416
srpi,"Sárpilis-Várdomb",megszűnt megállóhely,"",
srre,"Sárrétudvari",megállóhely,"",
sarr,"Sarród",megszűnt állomás,"",
srsa,"Sárszentágota",megszűnt megállóhely,"",
srse,"Sárszentmihály",állomás,"",47.170046:18.314937
srsm,"Sárszentmiklós",megszűnt megállóhely,"",
sart,"Sártó",megszűnt megállóhely,"",
srva,"Sárvár",állomás,"",47.25895:16.928933
sasa,"",megszűnt (Felvidék/Szlovákia),"",
sasd,"Sásd",állomás,"",
sash,"Sashalom",,"",
sask,"Saskőváralja",(Felvidék/Szlovákia),"Šášovské Podhradie",
saso,"Sásony",(Ausztria),"Winden am See",
wssr,"Sasrét",kisvasúti megállóhely,"",
wssm,"Sasrét mh.",kisvasúti megállóhely,"",
wssf,"Sasrét-Fűrésztelep",kisvasúti állomás,"",
sasv,"Sasvár",(Felvidék/Szlovákia),"Šaštín-Stráže",
sata,"Sáta",megszűnt megállóhely,"Sáta megálló",48.185435:20.382607
sato,"Sátoraljaújhely",állomás,"",
wsud,"Sátoraljaújhely dohánygyár",megszűnt kisvasúti megállóhely,"",
wsuk,"Sátoraljaújhely Kossuth tér",megszűnt kisvasúti állomás,"",
wsuz,"Sátoraljaújhely köztemető",megszűnt kisvasúti megállóhely,"",
wsut,"Sátoraljaújhely Torzsás",megszűnt kisvasúti állomás,"",
wsth,"Sátorhely",megszűnt kisvasúti állomás,"",
satb,"Sátorosbánya",megállóhely (Felvidék/Szlovákia),"Šiatorská Bukovinka",
sava,"Savanyúkút",állomás (Ausztria),"Bad Sauerbrunn",
savo,"Sávoly",állomás,"",
savt,"Sávoly-Tőzegtelep",megszűnt megállóhely,"",
wsce,"Scheieri elágazás",megszűnt kisvasúti,"",
scha,"Schäffer-kút",megállóhely,"",48.028567:19.044313
se__,"Sé",megszűnt,"",47.245915:16.558882
wsbk,"Sebők kert",megszűnt kisvasúti megállóhely,"",
sege,"Segesd",megszűnt megállóhely,"Máriakápolna-vásártér",46.339966:17.344337
sell,"Sellye",állomás,"",
scba,"Selmecbánya",állomás (Felvidék/Szlovákia),"Banská Štiavnica",
selm,"Selymes",megállóhely,"",
selp,"Selyp",állomás,"",
selb,"Selyp-Bányatelep",megszűnt teherpályaudvar,"",
serc,"Sérc",állomás (Ausztria),"Schützen am Gebirge",
serm,"Sérc megálló",megállóhely (Ausztria),"Schützen am Gebirge Bahnhst",
sere,"Seregélyes",megállóhely,"",
sers,"Seregélyes-Szőlőhegy",megállóhely,"",
sklo,"Sikló",(Románia/Erdély),"Siclău",46.500164:21.36356
wsik,"Sikló GV",megszűnt kisvasúti,"",
sikl,"Siklós",megszűnt állomás,"",
siks,"Siklósi szőlők",megszűnt megállóhely,"Siklósi szöllők",
simg,"Simongát",megszűnt állomás,"",
simo,"Simontornya",állomás,"",
simn,"Simony",(Felvidék/Szlovákia),"Partizánske zastávka",
siof,"Siófok",állomás,"",46.90758:18.053541
siot,"Siófok-Tisztviselőtelep",megszűnt megállóhely,"",
sioj,"Siójut",megállóhely,"Jut",46.880594:18.125397
siov,"Sióvölgy",megállóhely,"",46.911245:18.07699
sira,"Sirató",megállóhely,"",
siro,"Sirok",megszűnt megállóhely,"",
sitk,"Sitke",megszűnt állomás,"",47.235864:17.002351
sklp,"",(Felvidék/Szlovákia),"",
skaz,"",(Felvidék/Szlovákia),"",
sklk,"",(Felvidék/Szlovákia),"",
skse,"",(Felvidék/Szlovákia),"",
skan,"Skanzen",állomás,"",
skle,"",(Felvidék/Szlovákia),"",
slat,"Slatina",megszűnt állomás (Horvátország),"Podravska Slatina",
slja,"",(Felvidék/Szlovákia),"",
slvs,"",(Felvidék/Szlovákia),"",
sllu,"",(Felvidék/Szlovákia),"",
sofr,"Sofronya",állomás (Románia/Erdély),"Şofronea",
solt,"Solt",megszűnt állomás,"",46.801722:19.010962
sols,"Soltszentimre",megállóhely,"",
solv,"Soltvadkert",állomás,"",
wsol,"Soltvadkerti út",megszűnt kisvasúti megállóhely,"",
soly,"Sóly",megszűnt megállóhely,"",
solm,"Solymár",állomás,"",47.596361:18.949668
wsym,"Solymos major",megszűnt kisvasúti,"",
somn,"Som-Nagyberény",megállóhely,"",46.802834:18.14939
soml,"Somlóvásárhely",megállóhely,"",47.124388:17.368862
somo,"Somodi",megszűnt állomás (Felvidék/Szlovákia),"Drienovec",
somd,"Somodor",megállóhely,"",46.472422:17.836689
smas,"Somogyaszaló",megállóhely,"Somodor-Somogyaszaló",46.453718:17.840578
wsou,"Somogyaszalói út",megszűnt kisvasúti,"",
smjd,"Somogyjád",állomás,"",46.490691:17.694458
smjr,"Somogyjád régi",megszűnt állomás,"",
smme,"Somogymeggyes",állomás,"Kötcse-Csicsalpuszta",46.720445:17.920747
smim,"Somogyszentimre",megszűnt megállóhely,"",
wsop,"Somogyszentpál",kisvasúti,"",
wsof,"Somogyszentpál felső",kisvasúti,"",
wssi,"Somogyszil",megszűnt kisvasúti állomás,"",
wssa,"Somogyszil alsó",megszűnt kisvasúti megállóhely,"",
smso,"Somogyszob",állomás,"",
smta,"Somogytarnóca",megszűnt állomás,"",
smud,"Somogyudvarhely",megállóhely,"",46.16325:17.17948
smva,"Somogyvár",állomás,"",
smvi,"Somogyvisonta",megszűnt megállóhely,"Csokonyavisonta felső",
somr,"Somorja",megszűnt állomás (Felvidék/Szlovákia),"Šamorín",
smsk,"Somoskőújfalu",állomás,"Šomošova",
wspo,"Soponya",megszűnt kisvasúti állomás,"",
wspf,"Soponya felső",megszűnt kisvasúti állomás,"",
sopr,"Sopron",állomás,"",
sopd,"Sopron-Déli",megszűnt állomás,"",
spgy,"Sopron-Gyártelep",megszűnt megállóhely,"",
spmr,"Sopron-Marhapályaudvar",megszűnt teherpályaudvar,"",
spre,"Sopron-Rendező",teherpályaudvar,"",
spku,"Sopronkeresztúr",(Ausztria),"Deutschkreutz",
spkr,"Sopronkertes",állomás (Ausztria),"Baumgarten",
sopk,"Sopronkövesd",megállóhely,"",
spny,"Sopronnyék-Harácsony",állomás (Ausztria),"Neckenmarkt-Horitschon",
spma,"Sopronszentmárton",(Ausztria),"Markt St. Martin",
sork,"Sorkifalud",megállóhely,"Dömötöri",47.136853:16.719725
soro,"Soroksár",állomás,"",47.402313:19.123175
sorf,"Soroksár felső",,"",
sorh,"Soroksár, Hősök tere",,"",
buso,"Soroksári út",állomás,"Budapest-Soroksári út",47.45843:19.082534
wsrm,"Sorompóőrhely (Nagycenk)",kisvasúti szolgálati hely,"",
sosh,"Sóshalom",megszűnt megállóhely,"",
sosl,"Sósliget",(Felvidék/Szlovákia),"Slaná Lehota",
sste,"Sóstelep",megszűnt megállóhely,"",
ssto,"Sóstó",megállóhely,"Sóstógyógyfürdő",47.997097:21.729034
wsos,"Sóstógyógyfürdő",megszűnt kisvasúti állomás,"",
sshe,"Sóstóhegy",állomás,"",48.012295:21.74279
sosv,"Sósvertike",megszűnt megállóhely,"",
sovh,"Soványhát",megszűnt megállóhely,"",
stvo,"",(Felvidék/Szlovákia),"",
wsti,"Stimeczház",kisvasúti állomás,"",
stoz,"",(Felvidék/Szlovákia),"",
strt,"",(Felvidék/Szlovákia),"",
strl,"",(Felvidék/Szlovákia),"",
stre,"Strém",megszűnt állomás (Ausztria),"",
stub,"Stubnyafürdő",(Felvidék/Szlovákia),"Turčianske Teplice",
srln,"",,"",
sumo,"Sumony",állomás,"",
susa,"Susány",megszűnt (Felvidék/Szlovákia),"Sušany",
svrc,"",(Felvidék/Szlovákia),"",
syka,"",(Felvidék/Szlovákia),"",
suly,"Sülysáp",állomás,"Tápiósüly-Tápiósáp",47.451842:19.527139
sume,"Sümeg",állomás,"",
sumb,"Sümegi bazaltbánya",állomás,"",
sutt,"Süttő",állomás,"",
sutf,"Süttő felső",megállóhely,"Dunamócs",
wsuh,"Süttő-Hársfa",megszűnt kisvasúti,"",
szba,"Szabadbattyán",állomás,"",47.10552:18.38798
szeh,"Szabadegyháza",állomás,"Szolgaegyháza",
szfu,"Szabadifürdő",megállóhely,"Balatonszabadi",46.924388:18.099941
szso,"Szabadisóstó",állomás,"Balatonszabadi-Sóstó",46.934088:18.118532
szka,"Szabadka",állomás (Szerbia),"Subotica, &#1057;&#1091;&#1073;&#1086;&#1090;&#1080;&#1094;&#1072;",
szkg,"Szabadka gyártelep",megszűnt megállóhely (Szerbia),"Szabadkai műtrágyagyár",
szbt,"Szabadkai tanyák",megszűnt megállóhely,"",
wsau,"Szabadkai út",megszűnt kisvasúti megállóhely,"",
szki,"Szabadkígyós",megszűnt állomás,"Ókígyósi tanyák, Szabadkígyósi tanyák",
wska,"Szabadkígyós alsó",megszűnt kisvasúti megállóhely,"",
wski,"Szabadkígyós GV",megszűnt kisvasúti állomás,"Ókígyós",
szkt,"Szabadkikötő",megállóhely,"",47.444377:19.07162
szli,"Szabadságliget",megállóhely,"",47.626157:18.894181
wsab,"Szabadságrendező pu.",megszűnt kisvasúti állomás,"",
sztp,"Szabadságtelep",,"",
wsap,"Szabadságtelep GV",megszűnt kisvasúti,"",
wsat,"Szabadságtér",megszűnt kisvasúti,"Piactér",
szsa,"Szabadszállás",állomás,"",
szad,"Szada",megszűnt,"",
szaa,"Szada alsó",megszűnt,"",
szjk,"Szajki erdő",megszűnt megállóhely,"",47.058488:17.023413
szaj,"Szajol",állomás,"",
szsz,"Szák-Szend",megszűnt megállóhely,"",47.51685:18.187375
szho,"Szakály-Hőgyész",állomás,"",
szkm,"Szakmár",megszűnt megállóhely,"",
szkc,"Szakolca",állomás (Felvidék/Szlovákia),"Skalica na Slovensku",
szky,"Szakolykert",megszűnt megállóhely,"",
wsjf,"Szalajka-Fatelep",kisvasúti,"",
wsji,"Szalajka-Fátyolvízesés",kisvasúti állomás,"",
wsjh,"Szalajka-Halastó",kisvasúti állomás,"",
wsjz,"Szalajkaház",kisvasúti állomás,"",
wsjv,"Szalajkavölgy-Lovaspálya",kisvasúti állomás,"Szilvásvárad-Szalajkavölgy-Örömed",
szlt,"Szalatnak",megállóhely,"",
szlk,"Szalkszentmárton",megszűnt állomás,"",
szlm,"Szalmadpuszta",megszűnt megállóhely,"",
sloc,"Szalóc",megszűnt (Felvidék/Szlovákia),"",
szln,"Szalonna",állomás,"",
wsza,"Szank",megszűnt kisvasúti megállóhely,"",
wszt,"Szanki tanyák",megszűnt kisvasúti megállóhely,"",
szkh,"Szántód-Kőröshegy",állomás,"",46.862266:17.899552
szra,"Szany-Rábaszentandrás",állomás,"",47.460717:17.315176
wspa,"Szapárfalu",megszűnt kisvasúti,"",
wspk,"Szapárfalu középmajor",megszűnt kisvasúti,"",
szar,"Szár",megállóhely,"Szár alsó",47.485104:18.527632
szrr,"Szár régi",megszűnt megállóhely,"",
szrd,"Szárazd",megállóhely,"",
szrt,"Szárazrét",megállóhely,"",47.200949:18.381091
szrz,"Szárazvám",állomás (Ausztria),"Müllendorf",
szrf,"Szárföld",megállóhely,"",
wsah,"Szarkahegy",megszűnt kisvasúti megállóhely,"",
szak,"Szarkás",megszűnt megállóhely,"",
szrl,"Szárliget",állomás,"Szár",47.518346:18.495825
szrv,"Szarvas",állomás,"",
szrk,"Szarvaskő",megállóhely,"",47.988409:20.332589
szbe,"Szászberek",megállóhely,"Felsőszászberek, Felszőszentberek",
szva,"Szászvár",megállóhely,"Mázaszászvár alsó",
szti,"Szatina-Kishajmás",megállóhely,"",
szat,"Szatmárnémeti",állomás (Románia/Erdély),"",
szgo,"Szatmárnémeti-Gőzfűrész",megszűnt (Románia/Erdély),"",
szty,"Szatymaz",állomás,"",
szav,"Szava",megszűnt megállóhely,"",
szaz,"Százhalombatta",állomás,"",
szeb,"Szebény",megszűnt megállóhely,"",46.144827:18.585402
szct,"Széchenyi tér",megszűnt megállóhely,"",
wszc,"Széchenyihegy",kisvasúti állomás,"",47.494061:18.97692
szcs,"Szécsény",állomás,"",
sedm,"Szedmerőc",megszűnt (Felvidék/Szlovákia),"Sedmerovec",
szed,"Szedres",megszűnt megállóhely,"",
szeg,"Szeged",állomás,"",
wser,"Szeged Rudolf tér",megszűnt kisvasúti állomás,"",
wsea,"Szeged-átrakó",megszűnt kisvasúti állomás,"",
szgr,"Szeged-Rendező",megszűnt állomás,"",
szer,"Szeged-Rókus",állomás,"",
szet,"Szeged-Tisza",megszűnt állomás,"",
szga,"Szegedi halastó",megszűnt megállóhely,"Kettőshatár",
szgf,"Szegfű",megszűnt megállóhely,"",
szgh,"Szeghalom",állomás,"",47.01518:21.148097
szgi,"Szegi",,"",
szgv,"Szegvár",állomás,"",
szkf,"Székelyfalva-Búrszentgyörgy",(Felvidék/Szlovákia),"Sekule",
wszk,"Székes",megszűnt kisvasúti megállóhely,"",
szfh,"Székesfehérvár",állomás,"",47.183215:18.424574
szfr,"Székesfehérvár-Repülőtér",megállóhely,"",47.158913:18.406725
szkk,"Székkutas",állomás,"Vásárhelykutas",
wses,"Széksóstó",megszűnt kisvasúti állomás,"",
szks,"Szekszárd",állomás,"",
szkp,"Szekszárd-Palánk",megállóhely,"Palánk",
szto,"Széktó",megszűnt megállóhely,"",
szku,"Székudvar",megállóhely (Románia/Erdély),"Socodor",46.500828:21.432631
wsht,"Széleshát",megszűnt kisvasúti,"",
selk,"Széleskút",(Felvidék/Szlovákia),"Sološnica",
szlv,"Szelevény",megállóhely,"",
szlh,"Szellőhát",megállóhely,"",
szem,"Szemeretelep",megállóhely,"",47.444049:19.212756
senf,"Szénásfalu-Vihnyepeszerény",(Felvidék/Szlovákia),"Bzenica",
senc,"Szenc",(Felvidék/Szlovákia),"Senec",
snce,"Szencse",(Felvidék/Szlovákia),"Podhájska",
wsen,"Szendrei major",megszűnt kisvasúti megállóhely,"Szendrei",
sznd,"Szendrő",állomás,"",
sznf,"Szendrő felső",megállóhely,"Szendrő vásártér",
sznl,"Szendrőlád",megállóhely,"",
szen,"Szenice",(Felvidék/Szlovákia),"Senica",
stim,"Szent Imre tér",megállóhely,"",47.431238:19.067665
stiu,"Szent István utca",,"",
stiv,"Szent István-telep",megállóhely,"",47.629074:19.043178
szta,"Szenta",állomás,"",
wszn,"Szenta EV",kisvasúti állomás,"",
sznp,"Szentannapuszta",megállóhely,"",
stba,"Szentbalázs",megszűnt állomás,"",46.322855:17.891555
stde,"Szentdénes",megállóhely,"",
wsga,"Szentegát",megszűnt kisvasúti állomás,"",
sten,"Szentendre",állomás,"",47.660889:19.075433
stes,"Szentes",állomás,"",
stto,"Szentetornya",megállóhely,"Orosháza külső",
stga,"Szentgál",állomás,"",47.136534:17.707321
stgo,"Szentgotthárd",állomás,"",
stgr,"Szentgyörgy",(Felvidék/Szlovákia),"Svätý Jur",
wsiv,"Szentiván",megszűnt kisvasúti állomás,"Szentivánpuszta",
stja,"Szentjakabfalva",megszűnt (Felvidék/Szlovákia),"",
stki,"Szentkirály",megszűnt megállóhely,"",
stks,"Szentkirályszabadja",megszűnt állomás,"",47.043529:17.963367
stko,"Szentkozma",megszűnt megállóhely,"",47.231058:21.463808
stla,"Szentlászló",megszűnt állomás,"",
wsla,"Szentlászló GV",megszűnt kisvasúti állomás,"",
stle,"Szentléránt",megállóhely,"",47.121923:16.73374
stlo,"Szentlőrinc",állomás,"",
stma,"Szentmártonkáta",megállóhely,"",47.432206:19.679828
wsmp,"Szentmártonpuszta",kisvasúti megállóhely,"",
stmi,"Szentmihályfa",(Felvidék/Szlovákia),"Michal na Ostrove",
szmi,"Szentmihálytelek",megszűnt megállóhely,"",
szmh,"Szentmihálytelek GV",megszűnt kisvasúti megállóhely,"",
smih,"Szentmihályúr",(Felvidék/Szlovákia),"Michal nad Žitavou",
szps,"Szepes",megszűnt megállóhely,"",
szph,"Szepeshalom",megszűnt megállóhely,"",
szpr,"Szepesremete",(Felvidék/Szlovákia),"Mníšek nad Hnilcom",
szpf,"Szepezdfürdő",megállóhely,"",
wshh,"Széphalom-Hosszúláz",megszűnt kisvasúti megállóhely,"",
wszj,"Szépjuhászné",kisvasúti állomás,"Ságvári-liget",47.528376:18.955311
szpi,"Szepsi",állomás (Felvidék/Szlovákia),"Moldava nad Bodvou",
szpa,"Szepsi alsó",megszűnt (Felvidék/Szlovákia),"Moldava nad Bodvou mesto",
szpv,"Szépvölgyi út",megállóhely,"",47.527273:19.040131
szrc,"Szerecseny",megállóhely,"",
szre,"Szered",állomás (Felvidék/Szlovákia),"Sereď",
sznc,"Szerencs",állomás,"",
szrp,"Szerep",megállóhely,"",
sest,"Szeszta",(Felvidék/Szlovákia),"Cestice",
szic,"Szigetcsép",,"",
szhl,"Szigethalom",,"",
szha,"Szigethalom alsó",,"",
szhf,"Szigethalom felső",megszűnt megállóhely,"",
szhr,"Szigethalom őrház",megszűnt megállóhely,"",
szhu,"Szigethalom Újtelep",megszűnt megállóhely,"",
szmj,"Szigetmajor",megszűnt megállóhely,"",
sziu,"Szigetszentmárton-Szigetújfalu",,"",
szim,"Szigetszentmiklós",,"",
szia,"Szigetszentmiklós alsó",,"",
szsm,"Szigetszentmiklós-Gyártelep",,"",
szsx,"Szigetszentmiklós-Gyártelep IX. kapu",megszűnt megállóhely,"",
szig,"Szigetvár",állomás,"",
szih,"Szihalom",megállóhely,"",
szkn,"Szikáncs",megszűnt megállóhely,"",
skls,"Sziklaszoros",(Felvidék/Szlovákia),"Skalité",
szkr,"Szikra",megállóhely,"",
szko,"Szikszó",állomás,"",
szkv,"Szikszó-Vásártér",megállóhely,"",
szil,"Szil-Sopronnémeti",állomás,"",
szid,"Szilád-Alsózélle",(Felvidék/Szlovákia),"Siladice",
wszl,"Szilas",megszűnt kisvasúti megállóhely,"",
szll,"Szilasliget",,"",
wsil,"Szilfás",megszűnt kisvasúti állomás,"",
szis,"Szilsárkány",megszűnt megállóhely,"",
szvv,"Szilvásvárad",állomás,"",48.113548:20.379019
szvs,"Szilvásvárad-Szalajkavölgy",megállóhely,"",48.095608:20.382505
sinb,"Szinóbánya",(Felvidék/Szlovákia),"Cinobaňa",
sinv,"Szinóbányai vasgyár",(Felvidék/Szlovákia),"Maša",
szir,"Szirmabesenyő",megállóhely,"",
silf,"Szliácsfürdő",(Felvidék/Szlovákia),"Sliáč kúpele",
szob,"Szob",állomás,"",47.821225:18.862068
szoa,"Szob alsó",megállóhely,"",47.818126:18.869066
swob,"Szob kisvasút",kisvasúti,"",
szod,"Sződ-Sződliget",megállóhely,"",47.727951:19.154856
szkd,"Szőkéd",megállóhely,"",
szoh,"Szőkehalom",megszűnt megállóhely,"",
szok,"Szokolya",állomás,"",
wskm,"Szokolya-Mányoki",kisvasúti megállóhely,"Szokolya alsó",
wskf,"Szokolya-Riezner",kisvasúti megállóhely,"Szokolya felső",
wslt,"Szőllősi tanyák",megszűnt kisvasúti megállóhely,"",
wslp,"Szőllőspuszta",megszűnt kisvasúti állomás,"",
szol,"Szolnok",állomás,"",47.179633:20.176141
szal,"Szolnok-Alcsi",megszűnt megállóhely,"",
szor,"Szolnok-Rendező",teherpályaudvar,"",
szot,"Szolnok-Teher",teherpályaudvar,"",47.18384:20.169813
szlp,"Szőlősnyaraló",megállóhely,"Szőlőstelep",47.450703:19.559399
szlr,"Szőlősnyaraló régi",megszűnt megállóhely,"",47.451688:19.554467
szbh,"Szombathely",állomás,"",47.23737:16.632595
szbr,"Szombathely-Rendező",teherpályaudvar,"",
szbp,"Szombathely-Repülőtér",megszűnt megállóhely,"",47.267733:16.618771
szbs,"Szombathely-Szőlős",megállóhely,"",47.206466:16.641753
smoh,"Szomolnokhuta",megszűnt kisvasúti (Felvidék/Szlovákia),"Smolnícka Huta",
smof,"Szomolnokhutai fürész",megszűnt kisvasúti (Felvidék/Szlovákia),"Smolnícka Huta píla",
szml,"Szomorlovászi",(Felvidék/Szlovákia),"Koniarovce",
szny,"Szőny",megállóhely,"",
szde,"Szőny-Déli",megállóhely,"",47.73687:18.143197
wsoh,"Szophomok",megszűnt kisvasúti megállóhely,"",
szrg,"Szőreg",állomás,"",
sguj,"Szőreg-Újtelep",megszűnt megállóhely,"",
szgm,"Szorgalmatos",megállóhely,"",
szth,"Sztahanov",megszűnt megállóhely,"",
sztr,"Sztaravoda-patak",megállóhely,"",
szuh,"Szuhakálló-Múcsony",megszűnt állomás,"",48.281964:20.656409
szul,"Szulimán",megszűnt megállóhely,"",
szuk,"Szulok",megszűnt állomás,"",
wsuv,"Szunyogvár",megszűnt kisvasúti,"",
szur,"Szurdokpüspöki",állomás,"",
szug,"Szügy",megállóhely,"",
wsog,"Szögihegy",megszűnt kisvasúti megállóhely,"",
szrn,"Szörény",megszűnt megállóhely,"",
wshm,"Sörház major",megszűnt kisvasúti megállóhely,"",
sovk,"Sövénykút",megszűnt megállóhely,"",
slaz,"",(Felvidék/Szlovákia),"",
tab_,"Tab",állomás,"",46.734074:18.041099
tabd,"Tabdi",megállóhely,"",
tabo,"Táborfalva",állomás,"Örkénytábor-Csurgai major",47.098803:19.479039
tabf,"Táborfalva-Fenyves rakodó",teherpályaudvar,"",
wtac,"Tác",megszűnt kisvasúti állomás,"",
tajo,"Tajó",állomás,"",
wtak,"Taksalápa",megszűnt állomás,"",
taks,"Taksony",állomás,"",47.320548:19.076661
takd,"Taksony Dunahíd",megszűnt megállóhely,"",
ttha,"Taktaharkány",állomás,"",
wtaf,"Taktaharkány felső",megszűnt kisvasúti,"",
ttsz,"Taktaszada",megállóhely,"",
wtal,"Talián út",megszűnt kisvasúti,"",
tlya,"Tállya",állomás,"",
tama,"Tamási",megszűnt állomás,"Tamási-Majsamiklósvár",46.628212:18.289974
tamp,"Tamásipuszta",megállóhely,"",47.636151:21.802297
tana,"Tanakajd",megszűnt megállóhely,"",
alxy,"Táncsicstelep",megszűnt megállóhely,"Alexy-telep",
tany,"Tany-Nemesócsa",(Felvidék/Szlovákia),"Zemianska Olča",
tpgy,"Tápiógyörgye",állomás,"",47.324965:19.949359
tpmj,"Tápiómajor",megszűnt megállóhely,"",
tpsc,"Tápiószecső",állomás,"",47.441336:19.620543
tpsl,"Tápiószele",állomás,"",47.34625:19.873666
tpsm,"Tápiószentmárton",megállóhely,"",47.373678:19.797366
tapa,"Táplánszentkereszt alsó",megszűnt,"",
tapf,"Táplánszentkereszt felső",megszűnt,"",
tapo,"Tapolca",állomás,"",
taps,"Tápszentmiklós",megszűnt megállóhely,"",
tar_,"Tar",állomás,"",
tarc,"Tarcal",állomás,"",
tarf,"Tarcsafürdő",(Ausztria),"Bad Tatzmannsdorf",
taru,"Tárcsás utca",megszűnt megállóhely,"",
